YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20140211,213,49,52,60,31,32,485,30,20,9991,6,82,6
20140212,193,64,65,58,54,55,626,24,21,10001,6,80,8
20140213,210,49,51,49,3,3,255,17,19,9941,6,84,3
20140214,169,51,57,51,11,11,367,50,72,9986,6,87,5
20140215,219,98,99,100,28,28,448,0,-1,9930,7,65,7
20140216,232,48,50,57,85,85,873,0,-1,10069,3,79,11
20140217,178,29,30,60,30,30,441,0,0,10125,6,86,6
20140218,170,29,30,60,0,0,358,0,-1,10117,8,83,5
20140219,229,36,37,78,14,14,441,14,9,10117,8,88,6
20140220,190,48,50,82,2,2,153,64,37,10057,8,91,2
20140221,226,49,51,70,50,48,671,36,53,10048,4,80,9
20140222,208,48,49,66,31,30,522,5,5,10114,5,80,7
20140223,180,49,50,75,65,62,768,0,0,10168,3,80,10
20140224,163,42,43,78,88,84,906,0,0,10113,3,74,12
20140225,175,44,46,87,24,23,423,18,26,10071,6,77,6
20140226,205,29,31,67,54,51,718,1,1,10152,4,84,10
20140227,180,45,47,49,16,15,334,42,32,10110,6,89,4
20140228,103,27,35,54,22,20,564,35,15,10018,7,85,7
20140301,144,22,27,59,21,19,539,40,23,10006,8,87,7
20140302,189,39,45,62,93,85,1107,2,1,9996,5,75,15
20140303,148,36,42,49,23,21,333,7,2,9903,5,82,4
20140304,188,15,20,52,60,54,945,0,0,10038,4,82,12
20140305,300,9,15,56,77,69,1028,0,0,10203,3,83,13
20140306,178,26,28,65,35,31,747,0,0,10272,5,76,10
20140307,213,25,34,78,45,40,712,0,-1,10256,4,75,10
20140308,138,33,36,87,96,85,1278,0,0,10295,1,77,18
20140309,168,35,36,113,101,89,1365,0,0,10263,0,63,21
20140310,8,19,33,98,107,94,1322,0,0,10265,2,74,19
20140311,43,42,42,93,71,62,1094,0,0,10326,3,78,16
20140312,73,16,19,83,105,91,1381,0,0,10319,0,76,19
20140313,351,14,15,79,105,90,1340,0,0,10291,0,77,19
20140314,258,15,26,67,56,48,1030,0,0,10256,4,86,14
20140315,290,48,52,99,40,34,824,0,-1,10209,7,74,12
20140316,279,41,42,105,30,25,700,0,0,10193,7,76,10
20140317,267,34,37,102,0,0,555,0,0,10195,8,75,8
20140318,246,49,50,93,2,2,216,18,33,10140,8,83,3
20140319,253,55,58,113,72,60,1284,0,-1,10203,4,70,19
20140320,200,46,49,129,112,92,1624,0,0,10118,2,65,26
20140321,236,30,37,78,39,32,642,93,186,10068,6,81,9
20140322,212,40,45,66,52,42,921,7,5,10015,4,75,12
20140323,232,27,32,52,71,58,1075,7,7,10057,3,82,14
20140324,355,12,19,56,93,75,1569,0,-1,10132,3,74,20
20140325,73,20,28,48,76,61,1258,0,-1,10120,2,72,16
20140326,6,14,20,45,32,26,1007,0,0,10149,5,80,13
20140327,80,45,46,86,82,65,1528,0,-1,10137,4,66,22
20140328,87,44,44,110,112,88,1691,0,0,10172,2,64,25
20140329,109,31,33,115,103,81,1626,0,0,10186,1,64,25
20140330,119,19,21,123,59,46,1292,0,0,10161,5,68,20
20140331,108,23,28,147,57,44,1314,0,0,10139,6,62,22
20140401,246,7,20,127,79,61,1442,0,0,10107,3,75,23
20140402,62,18,21,137,74,57,1406,0,0,10063,2,72,23
20140403,133,9,23,152,86,66,1619,0,0,10032,5,70,27
20140404,252,14,17,130,0,0,446,0,-1,10088,8,82,7
20140405,229,17,20,119,53,40,1268,0,0,10151,5,78,19
20140406,206,31,33,131,5,4,633,25,15,10158,7,85,10
20140407,197,33,36,156,34,26,1206,19,82,10116,7,81,20
20140408,262,49,51,91,50,37,1154,30,67,10155,5,77,16
